I,Q,I_dpd,Q_dpd
-0.225106434,0.352663708,-0.1733491,0.264064
-0.177996203,0.237749352,-0.12292062,0.18546453
-0.058863397,0.101433929,-0.023301471,0.0899322
0.089106249,0.008222093,0.08802613,0.02501095
0.219647876,-0.000192912,0.18480198,0.019860342
0.299872462,0.077344635,0.2349636,0.075362384
0.318812506,0.200622622,0.2397126,0.16418162
0.286027074,0.304405672,0.21177623,0.2384358
0.223107927,0.325508439,0.16934937,0.2492312
0.153523677,0.229933629,0.12776603,0.17157078
0.095519786,0.029236401,0.0970396,0.01762648
0.059717159,-0.220765566,0.0798409,-0.17575534
0.049843984,-0.439120898,0.06927571,-0.3480574
0.063738885,-0.549899081,0.06568198,-0.4378391
0.092980578,-0.511925803,0.06841906,-0.40342233
0.122072589,-0.336316091,0.069812,-0.25850925
0.129935304,-0.084361144,0.06372879,-0.06538601
0.095907614,0.15412187,0.038015854,0.11588463
0.009543735,0.293992552,-0.020346496,0.21885243
-0.120031845,0.286608335,-0.09917448,0.20829147
-0.261090434,0.137545824,-0.18888436,0.089292854
-0.366606811,-0.096949458,-0.25667095,-0.08973344
-0.390998547,-0.333234364,-0.27535337,-0.2651136
-0.309858074,-0.493483038,-0.22645701,-0.37952942
-0.133344838,-0.534955375,-0.10414088,-0.39665502
0.094246517,-0.463332985,0.061054897,-0.3253976
0.310045881,-0.325282916,0.21985845,-0.21533866
0.457039722,-0.184604508,0.33037564,-0.11660159
0.506205475,-0.093371678,0.371298,-0.06184596
0.465794951,-0.071177941,0.34624612,-0.059866183
0.37338795,-0.101214766,0.2816854,-0.09445638
0.275030671,-0.143635652,0.21084687,-0.13333568
0.20240058,-0.158494625,0.15591438,-0.14555542
0.159844711,-0.126409063,0.121080995,-0.11776485
0.127675027,-0.056875605,0.09500682,-0.061143175
0.079120003,0.019176193,0.058927484,-0.00094003975
0.00071481,0.067903152,-0.0019367817,0.043094747
-0.096062733,0.071976776,-0.07183444,0.042810094
-0.179189455,0.040592555,-0.13319257,0.020443326
-0.214586171,0.004837184,-0.1618354,-0.0018159524
-0.188324781,0.000868711,-0.1448791,0.003006786
-0.119363303,0.04967426,-0.09687298,0.04647866
-0.054262219,0.143939474,-0.05011567,0.12201664
-0.045143926,0.248976466,-0.04415493,0.19882864
-0.121832844,0.317609142,-0.10036421,0.24482396
-0.273206415,0.311991002,-0.20961551,0.23267758
-0.448731159,0.221956216,-0.339862,0.16060999
-0.580809513,0.07123848,-0.4412616,0.051528737
-0.61733461,-0.091279205,-0.4714902,-0.06303124
-0.547847774,-0.211166099,-0.41910258,-0.1469187
-0.409384447,-0.250059056,-0.31352887,-0.17111014
-0.268327105,-0.200047455,-0.20956099,-0.12999165
-0.187086811,-0.085356992,-0.15339339,-0.043487966
-0.192576705,0.048292393,-0.16321716,0.050540924
-0.262789766,0.151241301,-0.2204406,0.120732404
-0.338550803,0.18688935,-0.27775428,0.14585505
-0.354473167,0.142083515,-0.2824615,0.117125355
-0.27317853,0.028509653,-0.2084725,0.039575923
-0.10520311,-0.123459985,-0.06910339,-0.07027829
0.09543773,-0.274759582,0.092446685,-0.17974713
0.257356675,-0.38769479,0.21674812,-0.2796126
0.325800262,-0.433773423,0.26269,-0.33157575
0.287100722,-0.398682608,0.22011012,-0.31728137
0.171666282,-0.284655055,0.11541,-0.23746762
0.03522319,-0.110310497,0.0010730661,-0.10942108
-0.070617322,0.092466342,-0.08658068,0.045019887
-0.122355827,0.285023016,-0.124056175,0.20238861
-0.130852591,0.431188724,-0.122901574,0.3266811
-0.127820628,0.50701554,-0.10647454,0.3952692
-0.141560429,0.507579534,-0.10116921,0.39726263
-0.176575223,0.44774621,-0.11662143,0.34738916
-0.209011735,0.355923104,-0.13715458,0.27509144
-0.200524659,0.262908552,-0.13261788,0.20743278
-0.122498467,0.190440362,-0.07861358,0.16021451
0.023442446,0.144494818,0.026557904,0.13540468
0.200740081,0.116305234,0.16226313,0.118260875
0.352364792,0.090337583,0.28033727,0.09996113
0.427136088,0.054939283,0.34063584,0.063216805
0.404015097,0.009948417,0.32120454,0.013581537
0.301545798,-0.032918572,0.23797645,-0.03389827
0.167674163,-0.057272103,0.13194284,-0.06264844
0.055699655,-0.053063487,0.043941606,-0.06203028
-0.000693835,-0.025323194,-0.002212777,-0.036611542
-0.000383521,0.004609005,-0.009923082,0.0012583984
0.030200688,0.006914443,0.021248136,0.007967493
0.055996042,-0.042948984,0.053430542,-0.028389424
0.054752146,-0.151003214,0.058775168,-0.113047875
0.02888119,-0.298636267,0.04163813,-0.23054923
0.001651973,-0.447124949,0.017314438,-0.349704
0.000887837,-0.551382298,0.0063446183,-0.43360034
0.040392843,-0.577182421,0.024569124,-0.4516216
0.110272977,-0.514451258,0.06838268,-0.39592886
0.181755985,-0.380978091,0.115091674,-0.2870845
0.223400882,-0.21519175,0.14171052,-0.16039044
0.218847749,-0.061385902,0.13951105,-0.047995865
0.175411667,0.046213387,0.112109624,0.028633486
0.118339286,0.094113855,0.074824184,0.06097055
0.07417724,0.091265008,0.04901406,0.058559697
0.053370353,0.062154371,0.040907007,0.038063217
0.042942715,0.035082266,0.038545568,0.018686771
0.014365983,0.030836204,0.019529227,0.014464673
-0.057283431,0.05606305,-0.038436547,0.030944085
-0.173837926,0.103106395,-0.12938128,0.06362589
-0.306108786,0.155266913,-0.23813477,0.10314861
-0.403430021,0.194568945,-0.31748372,0.1423183
-0.416910505,0.208752199,-0.32717556,0.16767377
-0.324619555,0.195166088,-0.2519329,0.17013317
-0.145177362,0.160832947,-0.110688254,0.1534889
0.068101952,0.119399123,0.057357565,0.1292781
0.250212816,0.086520584,0.19991575,0.097012274
0.353165354,0.075338144,0.27838534,0.08023845
0.365841177,0.093281183,0.28410676,0.081306666
0.315097357,0.140784886,0.2379865,0.10548222
0.248145141,0.211849065,0.18049654,0.15253761
0.20604926,0.295857723,0.14683142,0.21675478
0.202604645,0.379823753,0.14858946,0.28628337
0.219535925,0.45030241,0.16981408,0.34647083
0.219850693,0.494633396,0.17933173,0.38310915
0.171315495,0.501770199,0.14908898,0.3848675
0.066789488,0.463412407,0.07259034,0.34765267
-0.06971853,0.376108973,-0.029380947,0.27541888
-0.194269428,0.244285611,-0.12295079,0.17498201
-0.264978211,0.083013752,-0.17734048,0.05781407
-0.262630277,-0.081568335,-0.17640208,-0.059001386
-0.199030954,-0.216186903,-0.13131389,-0.15493137
-0.109356541,-0.289244853,-0.070422046,-0.20604827
-0.033668956,-0.282529112,-0.023666596,-0.20065303
0.001664256,-0.201409638,-0.009275995,-0.14195314
-0.007351412,-0.078256072,-0.02472102,-0.05352673
-0.047164305,0.034535993,-0.05771999,0.02759384
-0.100475382,0.081492747,-0.089738384,0.06335732
-0.159404755,0.025713447,-0.12518035,0.020428855
-0.229341922,-0.133399008,-0.16516493,-0.10689042
-0.321055673,-0.354785853,-0.22894767,-0.2818971
-0.436415771,-0.566962403,-0.33631703,-0.45787388
-0.557625486,-0.69312524,-0.46663532,-0.5749227
-0.648315536,-0.680857328,-0.56963503,-0.56454813
-0.667942987,-0.524131188,-0.602294,-0.41546473
-0.592648542,-0.267679951,-0.5305729,-0.18628463
-0.430995751,0.009057601,-0.3836831,0.041673258
-0.224870567,0.222313759,-0.21498582,0.20880313
-0.033526413,0.316012536,-0.052458692,0.28137732
0.091872643,0.281727236,0.063834615,0.24584526
0.130165214,0.158095742,0.109636396,0.1371531
0.096932027,0.0104283,0.09257709,0.009550631
0.032440607,-0.099817764,0.041307554,-0.08619903
-0.022524074,-0.141582281,-0.008011807,-0.120402806
-0.049429961,-0.124832534,-0.037688166,-0.10547929
-0.060478244,-0.091094291,-0.050402302,-0.07514944
-0.087862535,-0.089270985,-0.06853561,-0.07004133
-0.15988716,-0.148935009,-0.116361305,-0.116842076
-0.277922112,-0.264090847,-0.20342377,-0.21065965
-0.408336256,-0.394991626,-0.3134762,-0.31651375
-0.4955714,-0.486712006,-0.4027365,-0.38924694
-0.490577961,-0.495214494,-0.41531795,-0.38763127
-0.379515138,-0.408379836,-0.32917708,-0.3029088
-0.196316313,-0.252272065,-0.1824687,-0.16807076
-0.010572944,-0.08015437,-0.03763375,-0.031610727
0.104711727,0.050209334,0.06050955,0.0666066
0.109589115,0.100458659,0.0709547,0.08827335
0.018649629,0.066405277,0.011058372,0.048658162
-0.10472703,-0.021886391,-0.07935465,-0.029026594
-0.179723022,-0.113502813,-0.13534874,-0.1011422
-0.149765791,-0.156938636,-0.115197435,-0.12770231
-0.013187688,-0.11873445,-0.01720229,-0.08432093
0.173528732,0.00599069,0.12258908,0.022279717
0.322564404,0.193379814,0.23162934,0.16684745
0.358735757,0.399216996,0.26658696,0.31812054
0.258475927,0.571782018,0.19811714,0.44341668
0.063688075,0.665129258,0.05530963,0.5075381
-0.137221814,0.650070117,-0.092082545,0.4925701
-0.252214738,0.521437396,-0.17155328,0.3955233
-0.231193929,0.300685307,-0.1455831,0.23481037
-0.091474263,0.032780376,-0.03238158,0.042727765
0.089732328,-0.223356688,0.110364236,-0.13600305
0.212246125,-0.410062935,0.20595248,-0.2951987
0.201081952,-0.488385901,0.17775576,-0.37758097
0.042253623,-0.451962977,0.03222015,-0.36520147
-0.210952882,-0.331109089,-0.18286476,-0.2824878
-0.463570736,-0.183585384,-0.39731616,-0.1678625
-0.6230872,-0.073782515,-0.5295469,-0.0680438
-0.640196422,-0.047666563,-0.53233546,-0.025359713
-0.526801761,-0.11387953,-0.42011243,-0.062209077
-0.343979673,-0.239805788,-0.25765863,-0.15399101
-0.167815817,-0.365335328,-0.11505651,-0.25281635
-0.051567522,-0.429013426,-0.032179907,-0.3116709
-0.003354505,-0.395127758,-0.008695459,-0.29490918
0.010440663,-0.269298717,-0.013981376,-0.2013301
0.039663327,-0.095161939,-0.0035059694,-0.06856623
0.117663863,0.066409696,0.05514898,0.06264755
0.239360344,0.165665998,0.15566905,0.14101863
0.361716302,0.186281057,0.26795876,0.15449332
0.426054687,0.150883424,0.33331278,0.117496446
0.390092352,0.107382525,0.31161663,0.07018481
0.252652392,0.103192198,0.20309886,0.052971017
0.058029805,0.160426043,0.046913363,0.08798617
-0.122388353,0.264506584,-0.10008055,0.17285208
-0.222056358,0.371709746,-0.18167764,0.27071923
-0.208945427,0.43150752,-0.16856721,0.33801594
-0.098685613,0.412131924,-0.07315064,0.33812237
0.054498356,0.316356688,0.057649985,0.2708359
0.183684834,0.179741947,0.16780323,0.16334563
0.23878541,0.052712662,0.21218146,0.056636225
0.205652196,-0.023932582,0.17994773,-0.014419317
0.106859562,-0.037401734,0.093534976,-0.036157414
-0.014112144,-0.006053017,-0.011308597,-0.023185067
-0.1155608,0.033621563,-0.09390858,0.010968741
-0.174986718,0.048634923,-0.14151162,0.028566182
-0.193188725,0.027942067,-0.15179484,0.021336567
-0.184923459,-0.012103261,-0.14017826,-0.0037181154
-0.163409765,-0.037894151,-0.12245292,-0.021757215
-0.12883728,-0.018553345,-0.10051429,-0.005835898
-0.068047728,0.055180486,-0.061635137,0.051389385
0.034437064,0.163390006,0.0134091675,0.141683
0.180873316,0.264876069,0.123082444,0.22484818
0.350162625,0.316483038,0.26285523,0.270105
0.500468784,0.293894823,0.39925644,0.24843356
0.58501023,0.203294262,0.48225275,0.16469851
0.573920039,0.078109848,0.47764263,0.051654533
0.471015246,-0.037259842,0.39092615,-0.050165594
0.316070194,-0.108375549,0.2621342,-0.11194967
0.170035234,-0.125944474,0.14196478,-0.12524635
0.089181388,-0.108137873,0.0728325,-0.10334639
0.100025728,-0.089580251,0.07567607,-0.07596459
0.187025713,-0.103091199,0.1424182,-0.07320862
0.29921931,-0.163409943,0.23550627,-0.11378957
0.373028201,-0.260544427,0.30194542,-0.19402798
0.360734498,-0.365189418,0.29671937,-0.28867197
0.251481888,-0.442701319,0.20812826,-0.3636576
0.075327139,-0.468390394,0.06185232,-0.3939256
-0.110976536,-0.43699966,-0.0948648,-0.37147868
-0.249192622,-0.362727192,-0.21210328,-0.30653778
-0.303710573,-0.270941313,-0.2575146,-0.22282317
-0.273632513,-0.186371959,-0.23151276,-0.14438424
-0.188321443,-0.123467242,-0.16075829,-0.08576475
-0.090147789,-0.08277008,-0.08045929,-0.04941699
-0.014078461,-0.053910343,-0.01896468,-0.03008996
0.025555297,-0.022882308,0.014021911,-0.015453041
0.035405482,0.020074125,0.017219234,0.014410824
0.032168585,0.075233917,0.013008736,0.05505839
0.027967645,0.132477677,0.013359468,0.101193674
0.021196434,0.174676837,0.012227485,0.13419196
-0.001686962,0.184087825,0.00078803673,0.13997287
-0.05465846,0.149802688,-0.031971164,0.11038014
-0.138169019,0.074009039,-0.09055566,0.048386678
-0.231852096,-0.025224307,-0.16119568,-0.0287003
-0.29958951,-0.116484661,-0.216595,-0.09676987
-0.305656754,-0.16344429,-0.22831133,-0.12554166
-0.233960194,-0.137555968,-0.18325037,-0.095347464
-0.099742005,-0.030916914,-0.092631236,-0.003221251
0.053712104,0.136276418,0.017689273,0.1323366
0.173262713,0.318450743,0.10892175,0.26866236
0.220813222,0.458802729,0.15514438,0.37435237
0.192473571,0.510933529,0.1487949,0.40466437
0.121663201,0.459523599,0.10645618,0.34999567
0.06352717,0.330342817,0.069762036,0.24316378
0.067544741,0.183269465,0.07506731,0.13370661
0.151610241,0.089148562,0.13543764,0.07004914
0.290692031,0.099208749,0.23513214,0.08706305
0.426279788,0.220443304,0.33501622,0.18539649
0.492569892,0.409020035,0.38970393,0.33240497
0.446908661,0.586365639,0.36302862,0.4692542
0.289768392,0.672157372,0.24579921,0.524654
0.064691308,0.619982938,0.072438434,0.4619702
-0.161400459,0.439279023,-0.09557823,0.3103108
-0.327470203,0.192833865,-0.21637364,0.123177394
-0.402743869,-0.029720284,-0.27397954,-0.037171967
-0.394786165,-0.150644433,-0.27866393,-0.11960689
-0.338652887,-0.137309409,-0.25205994,-0.0996755
-0.27431214,-0.014646923,-0.21774527,0.0031979978
-0.225170895,0.148518318,-0.19091912,0.13328603
-0.189119372,0.272161262,-0.16548781,0.23122847
-0.145963372,0.300845774,-0.12560208,0.25412548
-0.075713566,0.225822103,-0.0589659,0.19608305
0.023828528,0.084049472,0.028959015,0.086680114
0.131081931,-0.063500035,0.11417048,-0.032107837
0.210251586,-0.161922048,0.17793414,-0.114714175
0.231146396,-0.185346289,0.18672007,-0.14018874
0.187661909,-0.142298486,0.14458373,-0.11428228
0.103693905,-0.063143196,0.07361983,-0.0603052
0.022191083,0.021057766,0.006287684,0.0028841319
-0.017238885,0.095069265,-0.030091926,0.06671345
0.00019786,0.162044137,-0.01268404,0.12495873
0.056376688,0.231937764,0.033160724,0.1811777
0.110833389,0.304642346,0.07889459,0.23875618
0.124776099,0.360288859,0.09679256,0.2808282
0.085183618,0.365028971,0.07514026,0.28030333
0.014788654,0.29096973,0.02963652,0.21929453
-0.038981507,0.139321334,-0.0042481944,0.10441472
-0.031308999,-0.047977869,0.0033296943,-0.03486249
0.05105004,-0.198138935,0.060506187,-0.14364757
0.175917315,-0.237607387,0.14465156,-0.17258911
0.276614544,-0.129175381,0.20441446,-0.0919811
0.28423456,0.102876171,0.19593494,0.07886229
0.165660247,0.374577008,0.09866481,0.2773708
-0.052813619,0.57348833,-0.059298497,0.42980048
-0.290361931,0.606922288,-0.22474812,0.46195933
-0.445121827,0.445126881,-0.32578486,0.3425954
-0.441465623,0.138397448,-0.30426052,0.11526966
-0.268182144,-0.201309475,-0.15857962,-0.13205242
0.011937846,-0.446924514,0.047028918,-0.3069914
0.287147664,-0.510009255,0.2405268,-0.36826557
0.445491731,-0.37708612,0.33967102,-0.27851197
0.424430377,-0.112195571,0.29525623,-0.08493501
0.23781309,0.174596902,0.14105377,0.11783096
-0.032389624,0.377079024,-0.06405903,0.26145416
-0.275073124,0.437495827,-0.23497921,0.31026012
-0.400494293,0.36587201,-0.31364194,0.26750213
-0.378101829,0.227137184,-0.27955619,0.17321897
-0.244558118,0.104829136,-0.16921473,0.08930892
-0.079995828,0.060575194,-0.04543505,0.061876696
0.033967006,0.108860018,0.036118366,0.10122202
0.052906131,0.217288625,0.038686484,0.1770703
-0.013477051,0.329002719,-0.018178195,0.2589598
-0.11252575,0.393302543,-0.09361771,0.30421713
-0.179815026,0.388064769,-0.14094535,0.29908183
-0.172958708,0.323824535,-0.12894763,0.252833
-0.090866367,0.230350556,-0.059100945,0.18665622
0.029750592,0.135914872,0.037708804,0.11995425
0.136416059,0.05226358,0.12403838,0.056848146
0.188158978,-0.026515498,0.1659782,-0.0054866
0.173427602,-0.1122027,0.15329352,-0.0774402
0.110623254,-0.206698026,0.102411136,-0.15728137
0.03342299,-0.2934701,0.037612297,-0.2312825
-0.028983099,-0.342642639,-0.019557055,-0.27418807
-0.065091787,-0.327468014,-0.05725813,-0.2631991
-0.081284613,-0.242483478,-0.078163505,-0.19518544
-0.090995711,-0.111892042,-0.090115294,-0.09141919
-0.101304052,0.018189999,-0.09898517,0.009881321
-0.106257751,0.100841723,-0.097252555,0.07979242
-0.091270912,0.112047233,-0.07795285,0.09275122
-0.045432095,0.064054216,-0.033909883,0.059453953
0.026768405,0.000441844,0.023846723,0.008241221
0.102665971,-0.025424003,0.08335409,-0.013124295
0.150488646,0.02213393,0.11540513,0.019576073
0.145655634,0.141821063,0.10424568,0.104327396
0.084815061,0.294336253,0.05222738,0.21760693
-0.011062692,0.420211106,-0.019341674,0.31596437
-0.107039188,0.467407175,-0.08496916,0.3559577
-0.17254553,0.414699397,-0.123573735,0.31812128
-0.197245715,0.279418276,-0.13067707,0.21595928
-0.195059402,0.106563585,-0.1213724,0.0849303
-0.193715253,-0.054004292,-0.117802575,-0.037549935
-0.215765841,-0.169847713,-0.1398922,-0.1288588
-0.262340072,-0.236399228,-0.18592978,-0.18093671
-0.309736099,-0.271388312,-0.23362316,-0.20597117
-0.321705173,-0.298055575,-0.25227597,-0.22175612
-0.270991842,-0.327816889,-0.21845824,-0.23835582
-0.157779392,-0.352645056,-0.13339165,-0.2516317
-0.013777897,-0.351247809,-0.024306975,-0.24763526
0.111533624,-0.304813688,0.06945917,-0.21521324
0.175776359,-0.212441482,0.11519806,-0.15320683
0.166085182,-0.096535647,0.106090076,-0.07527438
0.106177382,0.005735199,0.063630216,-0.004794389
0.043329553,0.060721672,0.018112645,0.036196746
0.021775659,0.056358199,0.007647304,0.039471656
0.057101651,0.009871766,0.043076873,0.010582687
0.126328652,-0.03949903,0.10352818,-0.024025463
0.18013347,-0.049311753,0.14465037,-0.03462585
0.171367355,0.005403831,0.13328773,-0.00020217896
0.084474928,0.120176104,0.058970854,0.07922418
-0.050917281,0.263635502,-0.052296598,0.18730576
-0.170990853,0.392660604,-0.14619373,0.29110816
-0.20883103,0.471824171,-0.17277846,0.36696962
-0.129825119,0.487181575,-0.10446708,0.39462328
0.047561143,0.44819336,0.041269906,0.37491778
0.257483011,0.378378045,0.21503529,0.3237663
0.417027306,0.301210542,0.34942472,0.25906947
0.466160634,0.229570458,0.39052728,0.19177288
0.396915763,0.163973085,0.32959053,0.12601924
0.25670966,0.098991839,0.21222746,0.064014405
0.123999222,0.03232165,0.10510042,0.009314317
0.068788464,-0.030212134,0.059532776,-0.031603985
0.118224651,-0.077183683,0.09350753,-0.057180867
0.244609533,-0.099703029,0.18733925,-0.06549252
0.381251966,-0.099113162,0.2957298,-0.06382772
0.457119871,-0.088105493,0.3588247,-0.062338628
0.431903595,-0.083252165,0.3396847,-0.068712294
0.313685341,-0.092854603,0.24688448,-0.0855055
0.151303003,-0.107928013,0.12156901,-0.10432629
0.007108103,-0.103341184,0.008462554,-0.10357221
-0.07427608,-0.050626374,-0.068581894,-0.06400798
-0.084558017,0.063286477,-0.08393875,0.033998463
-0.0491048,0.221876598,-0.05860363,0.1688556
-0.006592508,0.37886556,-0.02439367,0.29656708
0.01589438,0.474829308,0.0031311512,0.3772763
0.017562592,0.464175877,0.020297736,0.36864662
0.020504489,0.339489092,0.036953084,0.2685619
0.051373265,0.140176423,0.06928013,0.11635435
0.120135766,-0.060610145,0.12262539,-0.035105914
0.209384527,-0.186020533,0.18696441,-0.13328008
0.281138358,-0.188801635,0.22606507,-0.13796876
0.297437206,-0.071870266,0.22186984,-0.05299367
0.242636434,0.113895795,0.16780412,0.082375124
0.134080298,0.293510421,0.07962962,0.21487108
0.014517509,0.40152371,-0.0052801967,0.29829714
-0.069697898,0.408987825,-0.057129398,0.30683
-0.09218308,0.331162587,-0.061616987,0.25084183
-0.058324346,0.213655712,-0.026001118,0.16498686
0.00134952,0.105821024,0.022853725,0.085779585
0.051910642,0.03626817,0.059849724,0.03404236
0.076044954,0.003151178,0.076255314,0.010708645
0.08354018,-0.017081612,0.077680945,-0.003979966
0.101904086,-0.049421787,0.08525573,-0.026637584
0.153437439,-0.101722519,0.12023401,-0.06341994
0.233106093,-0.159401665,0.17940533,-0.10709048
0.302313321,-0.196549942,0.2325017,-0.1411373
0.30517055,-0.196205876,0.23377876,-0.15160209
0.20053716,-0.16644139,0.1527755,-0.14191315
-0.007489318,-0.140813735,-0.0014742501,-0.13616797
-0.259330404,-0.160861222,-0.19995686,-0.15378226
-0.459214057,-0.249546483,-0.3555797,-0.21699303
-0.517563814,-0.391279741,-0.40808022,-0.31121194
-0.396436966,-0.532042471,-0.31934905,-0.4027774
-0.134196061,-0.602719658,-0.117317475,-0.43964368
0.165506737,-0.555424528,0.11398168,-0.39408982
0.377787696,-0.393808647,0.27182737,-0.27693146
0.41367211,-0.179499857,0.28780365,-0.12795992
0.262518092,-0.008101236,0.17237791,-0.016492814
-0.001872317,0.035824284,-0.013041034,0.0016057659
-0.255507533,-0.076918133,-0.19808495,-0.091777205
-0.382754431,-0.299829792,-0.29137602,-0.2566266
-0.330733482,-0.527040087,-0.25043488,-0.41912824
-0.13298455,-0.640836427,-0.10611054,-0.49398077
0.108868839,-0.568549583,0.07183523,-0.42250147
0.275760354,-0.320860332,0.18462658,-0.22570212
0.288515184,0.008499985,0.18109874,0.016937643
0.143493059,0.283251513,0.06925748,0.20991006
-0.090216659,0.386934901,-0.09587383,0.27806872
-0.308956931,0.277451714,-0.24158378,0.18983164
-0.427200074,0.007250247,-0.31217036,-0.009561069
-0.417404457,-0.300972365,-0.2913505,-0.23728472
-0.317371005,-0.511574494,-0.22433417,-0.39674854
-0.203044237,-0.53872068,-0.15426308,-0.41432518
-0.142780918,-0.38448262,-0.12448084,-0.2882467
-0.158237918,-0.134449153,-0.14641076,-0.09320166
-0.212704012,0.086111748,-0.19490811,0.071684256
-0.232565484,0.173410218,-0.20690255,0.1425403
-0.149879766,0.093609995,-0.12784573,0.09395461
0.05691986,-0.104353135,0.04685917,-0.047804743
0.345817225,-0.316467397,0.28298634,-0.21519879
0.6265444,-0.436748738,0.51318496,-0.33953875
0.800554282,-0.408766309,0.6615715,-0.35869426
0.805372841,-0.250435584,0.64634895,-0.25294462
0.641491235,-0.041091276,0.48453373,-0.08209525
0.369533455,0.121117878,0.26802945,0.046057202
0.08073363,0.169196634,0.057793643,0.081723526
-0.143353919,0.099674659,-0.10965125,0.037967946
-0.261963393,-0.027789158,-0.19089007,-0.05014141
-0.283419413,-0.121944143,-0.20562194,-0.111572824
-0.249686155,-0.105845724,-0.1873695,-0.08915962
-0.208204841,0.045785586,-0.16940236,0.03408274
-0.187161048,0.295213343,-0.16536696,0.23446056
-0.186438677,0.560200571,-0.16849437,0.45430222
-0.186506499,0.751680334,-0.1570089,0.6295892
-0.167300192,0.811571539,-0.12100371,0.68744904
-0.124420106,0.733313581,-0.0714757,0.6097772
-0.072874516,0.557587553,-0.024208553,0.4507348
-0.036947383,0.34830055,0.008496843,0.27797887
-0.033403489,0.162735539,0.012840182,0.12892938
-0.059116755,0.030773285,-0.0133911595,0.021198586
-0.091242792,-0.048447577,-0.048337437,-0.034484856
-0.100218197,-0.094051947,-0.067407005,-0.06510486
-0.067906611,-0.124688427,-0.048584294,-0.083672225
0.000143667,-0.14505057,-0.00042678416,-0.09539129
0.076128549,-0.144735647,0.053105094,-0.096336246
0.124943076,-0.108654933,0.0850676,-0.07542859
0.124441744,-0.031500742,0.08135566,-0.025301538
0.079325351,0.073187344,0.04454066,0.048868045
0.02021152,0.17526935,-0.0011862698,0.1266977
-0.012347571,0.240710158,-0.02027732,0.18188332
0.009457726,0.24780987,0.0040863194,0.19339485
0.083793825,0.197968005,0.06958451,0.16067123
0.177746455,0.114945956,0.1499415,0.10022205
0.242766112,0.032805684,0.20523605,0.036349386
0.239158639,-0.021257021,0.20208508,-0.012270868
0.156641302,-0.04030423,0.13398245,-0.037196904
0.01986023,-0.040411072,0.026076619,-0.04498191
-0.124261723,-0.051438085,-0.09555968,-0.056650914
-0.23067644,-0.100551646,-0.17374107,-0.09210367
-0.278878268,-0.196776126,-0.20821719,-0.15783504
-0.281759813,-0.324221003,-0.20835766,-0.24788891
-0.275693334,-0.447290151,-0.20767426,-0.3415329
-0.297068362,-0.525421467,-0.23543945,-0.40792975
-0.358086214,-0.530533437,-0.29783443,-0.41814584
-0.435444097,-0.45932608,-0.3719912,-0.36258516
-0.479055553,-0.335146388,-0.41273433,-0.25808772
-0.437435899,-0.198874541,-0.37641013,-0.1404278
-0.287280359,-0.092966526,-0.2515207,-0.046782896
-0.051859242,-0.045409503,-0.06289287,0.0017339289
0.202217468,-0.060007856,0.14760382,-0.005255133
0.38991116,-0.116541123,0.3023858,-0.06271447
0.443653672,-0.180294451,0.35101333,-0.13431099
0.343810252,-0.216897991,0.27300295,-0.1842894
0.129388765,-0.206578634,0.10343777,-0.19379902
-0.116382465,-0.152327407,-0.09256301,-0.16052651
-0.299516519,-0.078834626,-0.2439573,-0.094765395
-0.353115531,-0.022474904,-0.28640124,-0.032549135
-0.263219479,-0.01598318,-0.21225,-0.004331231
-0.071970319,-0.07362284,-0.05655496,-0.030088231
0.142338343,-0.182798962,0.1208563,-0.10345888
0.298775713,-0.305993183,0.24780945,-0.21171606
0.346043322,-0.393132923,0.2815867,-0.29982138
0.280191111,-0.400320663,0.21973233,-0.3229059
0.141600069,-0.307876194,0.09586352,-0.26120016
-0.005739534,-0.130279551,-0.029287856,-0.12781018
-0.102501694,0.086676955,-0.112862766,0.039683625
-0.117530446,0.281237146,-0.12221099,0.2050083
-0.05748,0.397954701,-0.06610046,0.31019378
0.039838141,0.408061482,0.026149787,0.32700786
0.123907499,0.319510567,0.109748684,0.25781262
0.153014938,0.172424826,0.14522453,0.13796379
0.109918067,0.021892665,0.11763819,0.013477728
0.006239599,-0.084440412,0.03404968,-0.07616834
-0.124672668,-0.124307311,-0.07995509,-0.11109158
-0.242141081,-0.106767667,-0.18369284,-0.09897132
-0.313346358,-0.064244897,-0.24864802,-0.058359884
-0.323527511,-0.035106625,-0.25901243,-0.02331049
-0.27823508,-0.045362907,-0.22007999,-0.020306118
-0.198187362,-0.097973437,-0.15210699,-0.055304773
-0.109981803,-0.174110821,-0.08006718,-0.115029395
-0.036878619,-0.244680915,-0.023678252,-0.17257993
0.006999413,-0.285521106,0.0065399315,-0.20981577
0.01777582,-0.288382294,0.009346984,-0.21769255
-0.000803456,-0.262556502,-0.009523356,-0.20242393
-0.041338464,-0.227228847,-0.04249823,-0.17903613
-0.095607312,-0.199476137,-0.08365301,-0.16074881
-0.15494173,-0.184774884,-0.1279778,-0.15145189
-0.208603836,-0.175031726,-0.1684789,-0.14424488
-0.242106616,-0.154692809,-0.19514044,-0.12618786
-0.237823145,-0.110978476,-0.19431034,-0.08681626
-0.179245461,-0.042212219,-0.15245064,-0.025125995
-0.058243537,0.040381072,-0.062872104,0.046458073
0.117440909,0.118075901,0.07833347,0.11658433
0.320348581,0.173753733,0.23601958,0.16180786
0.506335483,0.199263079,0.39330155,0.17704743
0.625280121,0.196899835,0.50411963,0.16129847
